Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Ca4Sr4Co7Ni1O24,Ca,Sr,,Co,Ni,,O,5,179.6593128,-1.146838074,4,154.67,58.9332,758,0.956875,5.4725,7.213176068,-0.4815625,-4.352101328,30.55625,1.491875,662.49375,-43.4375,18.243125,32.9375,6.8679375,100.30125,2.4728875,0.0248125,0.33125,1.620642299,0.754166184,0.389981943,44.865,-1.135,2.34,0.875,3125.75,1.66375,17.1985,17.4875,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.125,4,1,2.875,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Fe1Co7O24,Ca,Sr,,Fe,Co,,O,5,141.4534555,-1.2432285,4,154.67,58.9332,758,0.9665,5.408375,7.217547284,-0.4821875,-4.523298815,30.6125,1.493125,663.90625,-48.875,18.275,32.5625,6.882625,99.645,2.6507875,0.0245,0.54375,1.618072605,0.751356075,0.393667724,44.865,-1.135,2.34,0.875,3128,1.67625,16.95,17.0625,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.34,-1.92725921,0.00487369,0,2.23,55,1.75,0.1,1.076851719,0,0,0,0,0,0,26.875,4,1,3.125,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Fe1Ni7O24,Ca,Sr,,Fe,Ni,,O,5,313.927543,-0.884089516,4,154.67,58.6934,736.7,0.944625,5.408375,7.209055073,-0.563125,-3.852145563,30.48125,1.48875,654.5875,-30.9375,18.226875,33.875,6.7841875,95.57625,2.7557,0.0144375,1.9875,1.623072383,0.770291741,0.389799465,44.865,-1.135,2.34,0.875,3007.25,1.6325,17.9195,14.175,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.34,-1.92725921,0.00487369,0,2.23,55,1.75,0.1,1.076851719,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Ca4Sr4Fe2Co6O24,Ca,Sr,,Fe,Co,,O,5,142.8261923,-1.275012785,4,154.67,58.9332,758,0.973,5.34425,7.220705326,-0.494375,-4.598617266,30.65,1.49375,663.9875,-51.75,18.3,32.375,6.88325,98.4075,2.843675,0.02275,0.9625,1.61622116,0.751195068,0.39685586,44.865,-1.135,2.34,0.875,3113,1.6825,16.84,16.225,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.34,-1.92725921,0.00487369,0,2.23,55,1.75,0.1,1.076851719,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Fe2Ni6O24,Ca,Sr,,Fe,Ni,,O,5,295.5820426,-0.968002192,4,154.67,58.6934,736.7,0.95425,5.34425,7.213426289,-0.56375,-4.02334305,30.5375,1.49,656,-36.375,18.25875,33.5,6.798875,94.92,2.9336,0.014125,2.2,1.620494983,0.76736041,0.393481781,44.865,-1.135,2.34,0.875,3009.5,1.645,17.671,13.75,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.34,-1.92725921,0.00487369,0,2.23,55,1.75,0.1,1.076851719,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,28,0,0,1,1
Ca4Sr4Mn1Co7O24,Ca,Sr,,Mn,Co,,O,5,144.1544983,-1.260115725,4,154.67,58.9332,758,0.9655625,5.38125,7.21515683,-0.480786638,-4.56924137,30.64375,1.493125,661.2875,-50.375,18.293125,32.375,6.8554375,95.12125,2.7076,0.0225625,1.2125,1.619476864,0.756582661,0.41169992,44.865,-1.135,2.34,0.875,3029.5,1.685,16.8825,15.725,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Mn1Ni7O24,Ca,Sr,,Mn,Ni,,O,5,347.2959006,-0.871175741,4,154.67,58.6934,736.7,0.9436875,5.38125,7.206664619,-0.561724138,-3.898088119,30.5125,1.48875,651.96875,-32.4375,18.245,33.6875,6.757,91.0525,2.8125125,0.0125,2.65625,1.624485337,0.775786051,0.407471072,44.865,-1.135,2.34,0.875,2908.75,1.64125,17.852,12.8375,1.26,-1.67793991,2.15,2.45,33.7,3005,1.79,7.635,35.17,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,27.625,4,1,2.375,0,0,0,0,0,2,28,0,0,1,1
Ca4Sr4Mn2Co6O24,Ca,Sr,,Mn,Co,,O,5,150.042028,-1.306973486,4,154.67,58.9332,758,0.971125,5.29,7.215924418,-0.491573276,-4.690502377,30.7125,1.49375,658.75,-54.75,18.33625,32,6.828875,89.36,2.9573,0.018875,2.3,1.619025683,0.761716922,0.43529605,44.865,-1.135,2.34,0.875,2916,1.7,16.705,13.55,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,27,1,0,1,1
Ca4Sr4Mn4Co4O24,Ca,Sr,,Mn,Co,,O,5,138.5759318,-1.414601756,4,154.67,54.938,717.4,0.98225,5.1075,7.217459594,-0.513146552,-4.93302439,30.85,1.495,653.675,-63.5,18.4225,31.25,6.77575,77.8375,3.4567,0.0115,4.475,1.618124075,0.77219737,0.491653177,44.865,-1.135,2.34,0.875,2689,1.73,16.35,9.2,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn4Ni4O24,Ca,Sr,,Mn,Ni,,O,5,238.5350582,-1.214532444,4,154.67,54.938,717.4,0.96975,5.1075,7.212606903,-0.559396552,-4.549508246,30.775,1.4925,648.35,-53.25,18.395,32,6.7195,75.5125,3.51665,0.00575,5.3,1.620977494,0.7835087,0.4881957,44.865,-1.135,2.34,0.875,2620,1.705,16.904,7.55,1.26,-1.67793991,2.15,2.45,33.7,3005,1.79,7.635,35.17,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn6Co2O24,Ca,Sr,,Mn,Co,,O,5,139.2313513,-1.508553777,4,154.67,54.938,717.4,0.993375,4.925,7.218994771,-0.534719828,-5.175546403,30.9875,1.49625,648.6,-72.25,18.50875,30.5,6.722625,66.315,3.9561,0.004125,6.65,1.61722347,0.782970243,0.564773564,44.865,-1.135,2.34,0.875,2462,1.76,15.995,4.85,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.5,4,1,4.5,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn6Fe2O24,Ca,Sr,,Mn,Fe,,O,5,129.155595,-1.583386348,4,154.67,54.938,717.4,1.006375,4.79675,7.225310856,-0.559094828,-5.326183305,31.0625,1.4975,648.7625,-78,18.55875,30.125,6.723875,63.84,4.341875,0.000625,7.4875,1.613528689,0.782620642,0.578098977,44.865,-1.135,2.34,0.875,2432,1.7725,15.775,3.175,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.25,4,1,4.75,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn6Ni2O24,Ca,Sr,,Mn,Ni,,O,5,184.3307895,-1.413399246,4,154.67,54.938,717.4,0.987125,4.925,7.216568425,-0.557844828,-4.983788331,30.95,1.495,645.9375,-67.125,18.495,30.875,6.6945,65.1525,3.986075,0.00125,7.0625,1.618647336,0.78874312,0.562485531,44.865,-1.135,2.34,0.875,2427.5,1.7475,16.272,4.025,1.26,-1.67793991,2.15,2.45,33.7,3005,1.79,7.635,35.17,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.75,4,1,4.25,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn7Co1O24,Ca,Sr,,Mn,Co,,O,5,151.8983111,-1.543190538,4,154.67,54.938,717.4,0.9989375,4.83375,7.219762359,-0.545506466,-5.29680741,31.05625,1.496875,646.0625,-76.625,18.551875,30.125,6.6960625,60.55375,4.2058,0.0004375,7.7375,1.616773543,0.788470189,0.610145019,44.865,-1.135,2.34,0.875,2348.5,1.775,15.8175,2.675,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.25,4,1,4.75,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn7Fe1O24,Ca,Sr,,Mn,Fe,,O,5,132.392433,-1.595074823,4,154.67,54.938,717.4,1.0054375,4.769625,7.222920402,-0.557693966,-5.372125861,31.09375,1.4975,646.14375,-79.5,18.576875,29.9375,6.6966875,59.31625,4.3986875,-0.0013125,8.15625,1.614925069,0.788292885,0.617837769,44.865,-1.135,2.34,0.875,2333.5,1.78125,15.7075,1.8375,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.125,4,1,4.875,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Mn7Ni1O24,Ca,Sr,,Mn,Ni,,O,5,158.4134052,-1.511647897,4,154.67,54.938,717.4,0.9958125,4.83375,7.218549186,-0.557068966,-5.200928374,31.0375,1.49625,644.73125,-74.0625,18.545,30.3125,6.682,59.9725,4.2207875,-0.001,7.94375,1.617484767,0.791386646,0.608807316,44.865,-1.135,2.34,0.875,2331.25,1.76875,15.956,2.2625,1.26,-1.67793991,2.15,2.45,33.7,3005,1.79,7.635,35.17,1.34,-1.92725921,0.00487369,0,2.23,52,1.61,0.1,1.076851719,0,0,0,0,0,0,25.375,4,1,4.625,0,0,0,0,0,2,25,0,0,1,1
Ca4Sr4Ni4Co4O24,Ca,Sr,,Ni,Co,,O,5,247.9095951,-1.003505152,4,154.67,58.6934,736.7,0.9475,5.4725,7.20953655,-0.51625,-4.06446422,30.5,1.49,658.5,-35.75,18.2225,33.5,6.82575,98.5575,2.51785,0.0205,0.95,1.622788088,0.762226534,0.388345765,44.865,-1.135,2.34,0.875,3074,1.645,17.614,16.25,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,28,0,0,1,1
Ca4Sr4Ni6Co2O24,Ca,Sr,,Ni,Co,,O,5,312.1156251,-0.881491121,4,154.67,58.6934,736.7,0.94125,5.4725,7.207110204,-0.539375,-3.872706148,30.4625,1.48875,655.8375,-30.625,18.20875,33.875,6.797625,97.395,2.547825,0.017625,1.3625,1.624221773,0.767696506,0.387262585,44.865,-1.135,2.34,0.875,3039.5,1.6325,17.891,15.425,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Ca4Sr4Ni7Co1O24,Ca,Sr,,Ni,Co,,O,5,324.9450843,-0.83808323,4,154.67,58.6934,736.7,0.938125,5.4725,7.205897031,-0.5509375,-3.776827112,30.44375,1.488125,654.50625,-28.0625,18.201875,34.0625,6.7835625,96.81375,2.5628125,0.0161875,1.56875,1.624939567,0.770461039,0.386723258,44.865,-1.135,2.34,0.875,3022.25,1.62625,18.0295,15.0125,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.34,-1.92725921,0.00487369,0,2.23,58,1.75,0.1,1.076851719,0,0,0,0,0,0,27.875,4,1,2.125,0,0,0,0,0,2,28,0,0,1,1
Ca4Y4Co8O24,Ca,Y,,Co,,,O,4,93.79066576,-1.55106064,4,154.67,58.9332,758,0.86875,5.955,6.860398939,-0.09875,-5.643426908,24.8,1.42,680.45,-4,14.775,33.75,7.05325,104.3,2.779375,0.02625,-0.675,1.491375597,0.795382586,0.733953924,34.675,-0.3925,2.25,1.06,3143,1.67,17.06,17.9,1.02,-1.92725921,1.97,2.27,25.9,3143,1.67,7.86,33.5,1.075,-6.34029752,0.021070355,0,2.23,58,1.75,0.265,0.339109492,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Ca4Y4Cr8O24,Ca,Y,,Cr,,,O,4,63.96485561,-2.096362951,4,154.67,51.996,652.8,0.87875,5.1,6.923140247,-0.20625,-6.856090605,25.25,1.43,627.85,-7,15.04,29.25,6.50625,101.15,6.247975,0.01225,4.325,1.458152034,0.923560049,0.807025037,34.675,-0.3925,2.25,1.06,2945,1.85,16.5,7.9,1.02,-1.92725921,1.97,2.27,25.9,2945,1.85,6.766,30.96,1.075,-6.34029752,0.021070355,0,2.23,49,1.73,0.265,0.339109492,0,0,0,0,0,0,24,4,1,5,0,0,0,0,0,2,24,0,0,1,1
Ca4Y4Fe8O24,Ca,Y,,Fe,,,O,4,74.81814061,-1.829060423,4,154.67,55.847,759.3,0.92075,5.442,6.885663277,-0.19625,-6.245974515,25.1,1.425,681.1,-27,14.975,32.25,7.05825,94.4,4.322475,0.01225,2.675,1.477816887,0.794020809,0.783934192,34.675,-0.3925,2.25,1.06,3023,1.72,16.18,11.2,1.02,-1.92725921,1.97,2.27,25.9,3023,1.72,7.87,30.651,1.075,-6.34029752,0.021070355,0,2.23,55,1.77,0.265,0.339109492,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Ca4Y4Ga8O24,Ca,Y,,Ga,,,O,4,207.7571831,-1.930453608,4,154.67,69.723,578.8,0.91375,4.46,7.404994254,-0.655,-3.609359986,29.05,1.47,590.85,-24.5,17.325,41.75,6.12275,74.6,-2.615525,0.05125,7.375,1.245125285,1.041637871,1.070003124,34.675,-0.3925,2.25,1.06,2478,1.81,20.51,1.8,1.02,-1.92725921,1.97,2.27,25.9,2478,1.81,5.999,30.71,1.075,-6.34029752,0.021070355,0,2.23,74,1.31,0.265,0.339109492,0,0,0,0,0,0,31,4,1,0,5,0,0,0,0,2,31,0,0,1,1
Ca4Y4Mn8O24,Ca,Y,,Mn,,,O,4,39.11088786,-1.970934723,4,154.67,54.938,717.4,0.91325,5.225,6.866539645,-0.185043103,-6.61351496,25.35,1.425,660.15,-39,15.12,30.75,6.84075,58.21,4.776975,-0.00325,8.025,1.488057205,0.840395874,1.246859925,34.675,-0.3925,2.25,1.06,2235,1.79,15.64,0.5,1.02,-1.92725921,1.97,2.27,25.9,2235,1.79,7.435,33.667,1.075,-6.34029752,0.021070355,0,2.23,52,1.61,0.265,0.339109492,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Ca4Y4Ni8O24,Ca,Y,,Ni,,,O,4,166.3476686,-1.278283265,4,154.67,58.6934,736.7,0.84375,5.955,6.850693556,-0.19125,-4.87639462,24.65,1.415,669.8,16.5,14.72,35.25,6.94075,99.65,2.899275,0.01475,0.975,1.496650603,0.818379259,0.725788079,34.675,-0.3925,2.25,1.06,3005,1.62,18.168,14.6,1.02,-1.92725921,1.97,2.27,25.9,3005,1.62,7.635,35.17,1.075,-6.34029752,0.021070355,0,2.23,61,1.75,0.265,0.339109492,0,0,0,0,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ca4Y4Sc8O24,Ca,Y,,Sc,,,O,4,142.3238844,-2.793383345,4,154.67,44.9559,631,0.97625,3,7.647754003,-0.21375,-5.24598888,31.7,1.56,616.95,-29.95,18.925,10.25,6.39325,62.2,9.768025,-0.04725,7.525,1.159763778,0.955467512,0.898900919,34.675,-0.3925,2.25,1.06,3109,2.09,12.8,1.5,1.02,-1.92725921,1.97,2.27,25.9,3109,2.09,6.54,24.76,1.075,-6.34029752,0.021070355,0,2.23,11,1.27,0.265,0.339109492,0,0,0,0,0,0,21,4,1,9,0,0,0,0,0,2,21,1,0,1,1
Ca4Y4Ti8O24,Ca,Y,,Ti,,,O,4,0,-2.838364302,4,154.67,47.88,658,0.90625,3.775,7.336156158,-0.12125,-5.990845895,28.05,1.5,630.45,-29,16.745,26.25,6.53325,65.25,8.305975,-0.02475,6.975,1.271666322,0.916261398,0.644367357,34.675,-0.3925,2.25,1.06,3560,2,13.58,2.6,1.02,-1.92725921,1.97,2.27,25.9,3560,2,6.82,27.491,1.075,-6.34029752,0.021070355,0,2.23,43,1.52,0.265,0.339109492,0,0,0,0,0,0,22,4,1,8,0,0,0,0,0,2,22,1,0,1,1
Ca4Y4V8O24,Ca,Y,,V,,,O,4,0,-2.360952675,4,154.67,50.9415,650,0.89375,4.56,7.069995386,-0.19625,-6.57286268,26.15,1.45,626.45,-14,15.815,27.75,6.49325,69.65,6.775225,-0.00775,6.275,1.385887891,0.927538462,0.613353481,34.675,-0.3925,2.25,1.06,3650,1.92,14.65,4,1.02,-1.92725921,1.97,2.27,25.9,3650,1.92,6.74,29.31,1.075,-6.34029752,0.021070355,0,2.23,46,1.64,0.265,0.339109492,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Ca8Co4Ni4O24,Ca,,,Co,Ni,,O,4,286.026589,-0.992446818,8,154.67,58.9332,758,0.9225,5.225,6.94032362,-0.42375,-4.130843211,27.525,1.4475,668.575,-32.75,16.2725,33.25,6.93025,147.675,-9.36765,0.10725,7.525,1.524849967,0.789188466,0.412013852,36.82,-0.95,2.23,0.91,3074,1.645,17.614,16.25,1,-1.92725921,1.97,2.23,25.9,3143,1.67,7.86,35.17,1.34,-1.92725921,0.021070355,0,2.23,58,1.75,0,0,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,27,1,0,1,1
Ca8Co6Ni2O24,Ca,,,Co,Ni,,O,4,234.6606508,-1.093867849,8,154.67,58.9332,758,0.92875,5.225,6.942749966,-0.400625,-4.322601283,27.5625,1.44875,671.2375,-37.875,16.28625,32.875,6.958375,148.8375,-9.397625,0.110125,7.1125,1.523505183,0.783605142,0.413169494,36.82,-0.95,2.23,0.91,3108.5,1.6575,17.337,17.075,1,-1.92725921,1.97,2.23,25.9,3143,1.67,7.86,35.17,1.34,-1.92725921,0.021070355,0,2.23,58,1.75,0,0,0,0,0,0,0,0,27.25,4,1,2.75,0,0,0,0,0,2,27,1,0,1,1
Ca8Co7Ni1O24,Ca,,,Co,Ni,,O,4,207.9048067,-1.14565124,8,154.67,58.9332,758,0.931875,5.225,6.943963139,-0.3890625,-4.418480319,27.58125,1.449375,672.56875,-40.4375,16.293125,32.6875,6.9724375,149.41875,-9.4126125,0.1115625,6.90625,1.52283368,0.780843001,0.413749749,36.82,-0.95,2.23,0.91,3125.75,1.66375,17.1985,17.4875,1,-1.92725921,1.97,2.23,25.9,3143,1.67,7.86,35.17,1.34,-1.92725921,0.021070355,0,2.23,58,1.75,0,0,0,0,0,0,0,0,27.125,4,1,2.875,0,0,0,0,0,2,27,1,0,1,1
Ca8Co8O24,Ca,,,Co,,,O,3,188.5147126,-1.190068881,8,154.67,58.9332,758,0.935,5.225,6.945176312,-0.3775,-4.514359355,27.6,1.45,673.9,-43,16.3,32.5,6.9865,150,-9.4276,0.113,6.7,1.522162769,0.778100264,0.414331637,36.82,-0.95,2.23,0.91,3143,1.67,17.06,17.9,1,-1.92725921,1.97,2.23,25.9,3143,1.67,7.86,33.5,1.34,-1.92725921,0.021070355,0,2.23,58,1.75,0,0,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Ca8Cr8O24,Ca,,,Cr,,,O,3,0,-1.943950692,8,154.67,51.996,652.8,0.945,4.37,7.00791762,-0.485,-5.727023053,28.05,1.46,621.3,-46,16.565,28,6.4395,146.85,-5.959,0.099,11.7,1.488253355,0.903492647,0.455581738,36.82,-0.95,2.23,0.91,2945,1.85,16.5,7.9,1,-1.92725921,1.97,2.23,25.9,2945,1.85,6.766,30.96,1.34,-1.92725921,0.021070355,0,2.23,49,1.73,0,0,0,0,0,0,0,0,24,4,1,5,0,0,0,0,0,2,24,0,0,1,1
Ca8Fe1Co7O24,Ca,,,Fe,Co,,O,4,189.0930845,-1.221868916,8,154.67,58.9332,758,0.9415,5.160875,6.948334354,-0.3896875,-4.589677806,27.6375,1.450625,673.98125,-45.875,16.325,32.3125,6.987125,148.7625,-9.2347125,0.11125,7.11875,1.520419072,0.777933491,0.417660163,36.82,-0.95,2.23,0.91,3128,1.67625,16.95,17.0625,1,-1.92725921,1.97,2.23,25.9,3143,1.72,7.87,33.5,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,26.875,4,1,3.125,0,0,0,0,0,2,27,1,0,1,1
Ca8Fe1Ni7O24,Ca,,,Fe,Ni,,O,4,367.1383674,-0.869899182,8,154.67,58.6934,736.7,0.919625,5.160875,6.939842144,-0.470625,-3.918524554,27.50625,1.44625,664.6625,-27.9375,16.276875,33.625,6.8886875,144.69375,-9.1298,0.1011875,8.5625,1.525117104,0.797538961,0.41355615,36.82,-0.95,2.23,0.91,3007.25,1.6325,17.9195,14.175,1,-1.92725921,1.97,2.23,25.9,3023,1.72,7.87,35.17,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Ca8Fe2Co6O24,Ca,,,Fe,Co,,O,4,193.2294563,-1.250110951,8,154.67,58.9332,758,0.948,5.09675,6.951492396,-0.401875,-4.664996257,27.675,1.45125,674.0625,-48.75,16.35,32.125,6.98775,147.525,-9.041825,0.1095,7.5375,1.518679365,0.777766789,0.421042602,36.82,-0.95,2.23,0.91,3113,1.6825,16.84,16.225,1,-1.92725921,1.97,2.23,25.9,3143,1.72,7.87,33.5,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Ca8Fe2Ni6O24,Ca,,,Fe,Ni,,O,4,342.0400194,-0.953671858,8,154.67,58.6934,736.7,0.92925,5.09675,6.944213359,-0.47125,-4.089722041,27.5625,1.4475,666.075,-33.375,16.30875,33.25,6.903375,144.0375,-8.9519,0.100875,8.775,1.522695254,0.79450394,0.417462888,36.82,-0.95,2.23,0.91,3009.5,1.645,17.671,13.75,1,-1.92725921,1.97,2.23,25.9,3023,1.72,7.87,35.17,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,28,0,0,1,1
Ca8Fe4Co4O24,Ca,,,Fe,Co,,O,4,183.1512,-1.324946022,8,154.67,55.847,759.3,0.961,4.9685,6.957808481,-0.42625,-4.815633159,27.75,1.4525,674.225,-54.5,16.4,31.75,6.989,145.05,-8.65605,0.106,8.375,1.515211867,0.777433599,0.427974543,36.82,-0.95,2.23,0.91,3083,1.695,16.62,14.55,1,-1.92725921,1.97,2.23,25.9,3143,1.72,7.87,33.5,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,26,0,0,1,1
Ca8Fe4Ni4O24,Ca,,,Fe,Ni,,O,4,291.0990733,-1.12196146,8,154.67,55.847,759.3,0.9485,4.9685,6.952955789,-0.4725,-4.432117015,27.675,1.45,668.9,-44.25,16.3725,32.5,6.93275,142.725,-8.5961,0.10025,9.2,1.517874558,0.788502674,0.425502063,36.82,-0.95,2.23,0.91,3014,1.67,17.174,12.9,1,-1.92725921,1.97,2.23,25.9,3023,1.72,7.87,35.17,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,26,0,0,1,1
Ca8Fe6Co2O24,Ca,,,Fe,Co,,O,4,185.6616938,-1.387192343,8,154.67,55.847,759.3,0.974,4.84025,6.964124565,-0.450625,-4.966270061,27.825,1.45375,674.3875,-60.25,16.45,31.375,6.99025,142.575,-8.270275,0.1025,9.2125,1.511760168,0.777100695,0.435138557,36.82,-0.95,2.23,0.91,3053,1.7075,16.4,12.875,1,-1.92725921,1.97,2.23,25.9,3143,1.72,7.87,33.5,1.34,-1.92725921,0.021070355,0,2.23,55,1.75,0,0,0,0,0,0,0,0,26.25,4,1,3.75,0,0,0,0,0,2,26,0,0,1,1
