Material compositions,main_element,Trg,Density_composition_average,IsBoron_composition_average,IsDBlock_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsDBlock,Site1_IsTransitionMetal,Site1_NdValence,Site1_SpecificHeatCapacity
Fe69Ni3Y6B22,Fe,0.582,-0.003051758,1.150959928,0.343196655,0.343196655,0.022378701,0.013918656,0.016843596,-0.806723414,-0.785209147,-0.657416338,0.473851506,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe70.56Nb3.92B19.6Si3.92Y2,Fe,0.604,0.018014312,0.961517031,0.295752935,0.295752935,0.007906415,0.00793377,1.222782177,0.100610591,0.510938053,0.026894165,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe70Co2Y6B22,Fe,0.632,-0.00797216,1.150959928,0.343196655,0.343196655,0.002821557,-0.002706025,0.016843596,-0.806723414,-0.785209147,-0.719205097,0.20782163,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe70Mo2Y6B22,Fe,0.601,0.004961469,1.150959928,0.343196655,0.343196655,-0.016735586,-0.027643047,0.563253507,-0.027440579,-0.197925775,0.079414609,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe70Ni2Y6B22,Fe,0.583,-0.007897182,1.150959928,0.343196655,0.343196655,0.012600129,0.005606315,0.016843596,-0.806723414,-0.785209147,-0.657416338,0.473851506,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe71.28Nb3.96B19.8Si3.96Y,Fe,0.603,0.027973581,0.977303939,0.288261822,0.288261822,0.024921129,0.023394724,1.222782177,0.100610591,0.510938053,0.026894165,-0.324238123,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe71MoY6B22,Fe,0.595,-0.006313282,1.150959928,0.343196655,0.343196655,-0.0118463,-0.019330706,0.563253507,-0.027440579,-0.197925775,0.079414609,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe71NiY6B22,Fe,0.586,-0.012742607,1.150959928,0.343196655,0.343196655,0.002821557,-0.002706025,0.016843596,-0.806723414,-0.785209147,-0.657416338,0.473851506,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe72B14.4Si9.6Nb4,Fe,0.61,0.034521371,0.55105742,0.280770708,0.280770708,0.041935844,0.062130231,1.222782177,0.100610591,0.510938053,0.026894165,-1.122327751,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe72B19.2Si4.8Nb4,Fe,0.566,0.037445496,0.929943215,0.280770708,0.280770708,0.041935844,0.042180613,1.222782177,0.100610591,0.510938053,0.026894165,-1.122327751,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe72Nb4B20Si4,Fe,0.593,0.03793285,0.993090847,0.280770708,0.280770708,0.041935844,0.038855677,1.222782177,0.100610591,0.510938053,0.026894165,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe72Y6B22,Fe,0.633,-0.017588032,1.150959928,0.343196655,0.343196655,-0.006957014,-0.011018366,0.016843596,-0.806723414,-0.785209147,-0.767091385,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe73.5B14.7Si9.8Nb2,Fe,0.57,0.01519122,0.574737783,0.265164221,0.265164221,0.04682513,0.077508061,1.222782177,0.100610591,0.510938053,0.026894165,-1.122327751,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe73Mo4Ga3P10C4B4Si2,Fe,0.58,0.111392114,-0.033058179,0.311983681,0.311983681,0.237507277,0.292382063,1.387498966,3.119569368,3.084746536,3.822407694,1.005911258,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74.25B14.85Si9.9Nb,Fe,0.56,0.005526144,0.586577964,0.257360978,0.257360978,0.049269773,0.085196975,1.222782177,0.100610591,0.510938053,0.026894165,-1.122327751,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74.25B14.85Si9.9Zr,Fe,0.59,-0.004122531,0.586577964,0.257360978,0.257360978,0.039491201,0.081040805,0.56391502,-0.307933618,-0.197214778,-0.594082861,-0.590267999,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74.5Mo5.5P12.5C5B2.5,Fe,0.57,0.148817631,-0.388263612,0.405622601,0.405622601,0.171501918,0.234195679,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74Mo4Ga2P10C4B4Si2,Fe,0.58,0.120623725,-0.11199272,0.343196655,0.343196655,0.217950133,0.271601211,1.387498966,3.119569368,3.084746536,3.822407694,1.005911258,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74Mo5P10C4B4Si3,Fe,0.6,0.124381976,-0.269861801,0.374409628,0.374409628,0.144610846,0.205102487,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74Nb6Y3B17,Fe,0.597,0.176660078,0.756287226,0.499261522,0.499261522,0.154389418,0.08041738,1.222782177,0.100610591,0.510938053,-0.14611436,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe74Si3.5C12.7Tm0.6P9.1,Fe,0.544,-0.043468142,-0.585599963,0.220656833,0.220656833,0.024551717,0.205152411,1.387498966,2.373213976,3.084746536,3.800179188,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe75.3Si3.5C12.9Tm.6P7.6,Fe,0.535,-0.00615902,-0.585599963,0.261274316,0.261274316,0.062726321,0.220545634,1.387498966,2.373213976,3.084746536,3.800179188,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe75Mo2Ga3P10C4B4Si2,Fe,0.6,0.088842613,-0.033058179,0.311983681,0.311983681,0.247285848,0.309006744,1.387498966,3.119569368,3.084746536,3.822407694,1.005911258,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe75Mo4P10C4B4Si3,Fe,0.613,0.113107225,-0.269861801,0.374409628,0.374409628,0.149500132,0.213414828,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe76Mo2Ga2P10C4B4Si2,Fe,0.59,0.098074225,-0.11199272,0.343196655,0.343196655,0.227728705,0.288225892,1.387498966,3.119569368,3.084746536,3.822407694,1.005911258,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe76Mo3P10C4B4Si3,Fe,0.6,0.101832475,-0.269861801,0.374409628,0.374409628,0.154389418,0.221727168,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe76Mo4P9C4B4Si3,Fe,0.598,0.141462801,-0.269861801,0.405622601,0.405622601,0.178835847,0.225883339,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe76Si9B10P5,Fe,0.62,0.006915571,0.203745442,0.280770708,0.280770708,0.081050131,0.151072274,0.016843596,2.340286533,1.611561128,1.52171871,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe77Mo2P10C4B4Si3,Fe,0.587,0.090557724,-0.269861801,0.374409628,0.374409628,0.159278704,0.230039509,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe78MoP10C4B4Si3,Fe,0.585,0.079282974,-0.269861801,0.374409628,0.374409628,0.164167989,0.238351849,1.387498966,3.119569368,3.084746536,3.800179188,-0.058208246,0.85784908,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe79P10C4B4Si3,Fe,0.586,0.068008224,-0.269861801,0.374409628,0.374409628,0.169057275,0.24666419,1.387498966,2.373213976,3.084746536,3.800179188,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe79Si10B11,Fe,0.576,0.097343193,0.282679983,0.374409628,0.374409628,0.169057275,0.176009296,0.016843596,-0.806723414,-0.785209147,-0.594082861,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe80P13C7,Fe,0.585,0.083439542,-0.585599963,0.405622601,0.405622601,0.19839299,0.292382063,1.387498966,2.373213976,3.084746536,3.800179188,-0.058208246,-1.16570621,0.264503316,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Fe91B9,Fe,0.369,0.407881498,0.124810902,0.748965308,0.748965308,0.521085854,0.383817808,0.016843596,-0.806723414,-0.785209147,-0.785628013,-0.058208246,-1.16570621,1.269272405,0.342462001,-0.095287909,0.098399181,0.718013956,0.718013956,0.348066531,-0.093342611
Ga18Sr82,Sr,0.561,-1.545012115,0.835221766,-2.091415267,-2.091415267,-1.268392755,-1.099934973,-1.648449757,-1.193315994,-1.063493302,-0.461098005,1.005911258,-1.16570621,-0.740265774,-0.221721091,-0.376484009,-1.713298293,-1.392730589,-1.392730589,1.317680438,-0.381888329
Gd36Al24Co20Y20,Gd,0.575,-0.163813016,1.308829009,-0.842896333,-0.842896333,-1.190164182,0.038855677,-0.740589028,-1.188437854,-1.181945372,-0.27814149,-0.058208246,-1.16570621,-1.745034863,0.350194459,-0.887076926,-0.813506903,-1.392730589,-1.392730589,-0.863950853,-0.881294379
Gd60Co25Al15,Gd,0.601,0.400318136,0.598418145,-1.311090933,-1.311090933,-0.999482035,0.861777388,-0.87289167,-1.304293675,-1.324144736,-0.326027778,0.20782163,-1.16570621,-1.745034863,0.350194459,-0.887076926,-0.813506903,-1.392730589,-1.392730589,-0.863950853,-0.881294379
Gd60Ni15Al25,Gd,0.599,0.110342428,1.38776355,-1.623220667,-1.623220667,-1.268392755,0.674749726,-0.845108115,-1.304293675,-1.294282869,-0.387816537,0.473851506,-1.16570621,-1.745034863,0.350194459,-0.887076926,-0.813506903,-1.392730589,-1.392730589,-0.863950853,-0.881294379
Hf47Cu29.25Ni9.75Al14,Hf,0.618,1.684650915,0.519483604,0.592900442,0.592900442,0.12260906,2.679062832,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,1.89926367,-1.223772256,3.047776589,0.718013956,0.718013956,-0.621547376,-1.23642757
Hf48Cu29.25Ni9.75Al13,Hf,0.613,1.734370409,0.440549064,0.624113415,0.624113415,0.132387632,2.741405386,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,1.89926367,-1.223772256,3.047776589,0.718013956,0.718013956,-0.621547376,-1.23642757
Hf51Cu27.75Ni9.25Al12,Hf,0.578,1.825261955,0.361614523,0.655326388,0.655326388,0.068826916,2.864012408,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,1.89926367,-1.223772256,3.047776589,0.718013956,0.718013956,-0.621547376,-1.23642757
Ho35Al24Co20Y21,Ho,0.6,-0.033253656,1.308829009,-0.811683359,-0.811683359,-1.361289186,0.446160362,-0.740589028,-1.188437854,-0.899253037,-0.27814149,-0.058208246,-1.16570621,-1.745034863,0.606224756,-1.146073334,-0.353148518,-1.392730589,-1.392730589,-1.10635433,-1.143944968
La32Ce32Al16Ni5Cu10Co5,La,0.575,-0.091253483,0.677352685,-1.4671558,-1.4671558,-0.979924892,-0.771597523,-0.69911215,-1.043313195,-1.137365872,-0.326027778,-0.856297875,0.85784908,0.264503316,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La32Ce32Al16Ni5Cu12Co3,La,0.573,-0.09106604,0.677352685,-1.4671558,-1.4671558,-0.950589177,-0.754972842,-0.69911215,-1.043313195,-1.137365872,-0.326027778,-0.856297875,0.85784908,0.264503316,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La32Ce32Al16Ni5Cu15,La,0.566,-0.090784874,0.677352685,-1.4671558,-1.4671558,-0.906585605,-0.73003582,-0.69911215,-1.043313195,-1.137365872,-0.387816537,-1.122327751,-1.16570621,0.264503316,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La32Ce32Al16Ni5Cu5Co10,La,0.553,-0.091722093,0.677352685,-1.4671558,-1.4671558,-1.053264179,-0.813159225,-0.69911215,-1.043313195,-1.137365872,-0.326027778,-0.856297875,0.85784908,0.264503316,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La32Ce32Al16Ni5Cu7Co8,La,0.563,-0.091534649,0.677352685,-1.4671558,-1.4671558,-1.023928464,-0.796534544,-0.69911215,-1.043313195,-1.137365872,-0.326027778,-0.856297875,0.85784908,0.264503316,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al15Ag10Cu20,La,0.529,0.047783027,0.598418145,-1.155026066,-1.155026066,-0.412767737,-0.509758797,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al17.5Ag7.5Cu20,La,0.499,-0.04347872,0.795754496,-1.2330585,-1.2330585,-0.534999882,-0.592882202,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al20Ag5Cu20,La,0.521,-0.134740468,0.993090847,-1.311090933,-1.311090933,-0.657232028,-0.676005607,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ag5Cu15,La,0.526,-0.280478097,1.38776355,-1.4671558,-1.4671558,-0.901696319,-0.842252417,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Cu20,La,0.509,-0.317263962,1.38776355,-1.4671558,-1.4671558,-0.901696319,-0.842252417,-0.69911215,-1.043313195,-1.137365872,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ni10Cu10,La,0.56,-0.317826294,1.38776355,-1.4671558,-1.4671558,-0.999482035,-0.883814119,-0.69911215,-1.043313195,-1.137365872,-0.387816537,-1.122327751,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ni15Cu5,La,0.526,-0.31810746,1.38776355,-1.4671558,-1.4671558,-1.048374893,-0.904594971,-0.69911215,-1.043313195,-1.137365872,-0.387816537,-1.122327751,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ni20,La,0.522,-0.318388626,1.38776355,-1.4671558,-1.4671558,-1.097267751,-0.925375822,-0.69911215,-1.043313195,-1.137365872,-0.387816537,-1.654387503,-1.16570621,-1.745034863,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ni5Cu10Co5,La,0.566,-0.318013738,1.38776355,-1.4671558,-1.4671558,-1.023928464,-0.904594971,-0.69911215,-1.043313195,-1.137365872,-0.326027778,-0.856297875,0.85784908,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La55Al25Ni5Cu15,La,0.523,-0.317545128,1.38776355,-1.4671558,-1.4671558,-0.950589177,-0.863033268,-0.69911215,-1.043313195,-1.137365872,-0.387816537,-1.122327751,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La60Al15Ag5Cu20,La,0.528,-0.053999009,0.598418145,-1.311090933,-1.311090933,-0.632785599,-0.676005607,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Ag5Cu15Co5,La,0.567,-0.014096889,0.401081793,-1.311090933,-1.311090933,-0.693901671,-0.717567309,-0.69911215,-0.607939216,-0.85175845,-0.326027778,-0.856297875,0.85784908,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Ag5Cu15Fe5,La,0.547,-0.038136569,0.401081793,-1.311090933,-1.311090933,-0.718348101,-0.738348161,-0.69911215,-0.607939216,-0.85175845,-0.259604862,-0.590267999,0.85784908,2.274041495,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Ag5Cu17.5Co2.5,La,0.552,-0.013862584,0.401081793,-1.311090933,-1.311090933,-0.657232028,-0.696786458,-0.69911215,-0.607939216,-0.85175845,-0.326027778,-0.856297875,0.85784908,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Ag5Cu17.5Fe2.5,La,0.55,-0.025882424,0.401081793,-1.311090933,-1.311090933,-0.669455242,-0.707176884,-0.69911215,-0.607939216,-0.85175845,-0.259604862,-0.590267999,0.85784908,2.274041495,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Ag5Cu20,La,0.54,-0.01362828,0.401081793,-1.311090933,-1.311090933,-0.620562384,-0.676005607,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Cu10Ni5Co5Ag5,La,0.585,-0.014378055,0.401081793,-1.311090933,-1.311090933,-0.74279453,-0.738348161,-0.69911215,-0.607939216,-0.85175845,-0.326027778,-0.856297875,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62.5Al12.5Cu15Ni5Ag5,La,0.545,-0.013909445,0.401081793,-1.311090933,-1.311090933,-0.669455242,-0.696786458,-0.69911215,-0.607939216,-0.85175845,-0.387816537,-1.122327751,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu16Ag8,La,0.547,-0.028778433,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu17Ag7,La,0.549,-0.036135606,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu18Ag6,La,0.552,-0.043492779,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu19Ag5,La,0.555,-0.050849951,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu20Ag4,La,0.554,-0.058207124,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu22Ag2,La,0.555,-0.07292147,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Al14Cu24,La,0.546,-0.087635816,0.519483604,-1.342303906,-1.342303906,-0.671899885,-0.709254969,-0.69911215,-1.043313195,-1.137365872,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La62Cu12Ni12Al14,La,0.569,-0.088310614,0.519483604,-1.342303906,-1.342303906,-0.789242745,-0.759129012,-0.69911215,-1.043313195,-1.137365872,-0.387816537,1.005911258,0.85784908,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La65Al10Ag5Cu20,La,0.531,0.02674245,0.203745442,-1.311090933,-1.311090933,-0.60833917,-0.676005607,-0.69911215,-0.607939216,-0.85175845,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La65Al14Cu9.2Ag1.8Ni5Co5,La,0.61,-0.114140383,0.519483604,-1.435942827,-1.435942827,-0.926142748,-0.871345609,-0.69911215,-0.607939216,-0.85175845,-0.326027778,-0.856297875,0.85784908,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
La66Al14Cu20,La,0.54,-0.139632753,0.519483604,-1.4671558,-1.4671558,-0.847914175,-0.842252417,-0.69911215,-1.043313195,-1.137365872,-0.95971784,-1.654387503,-1.16570621,-0.740265774,-0.152415351,-1.035074874,-1.577833983,-1.392730589,-1.392730589,-0.863950853,-1.051462366
Mg30Sr70,Sr,0.558,-1.946573175,-0.585599963,-2.091415267,-2.091415267,-2.148464202,-1.922856683,-2.436708897,-1.839669519,-1.844594407,-1.41896279,-1.654387503,-1.16570621,-1.745034863,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg35Sr65,Sr,0.507,-1.96747317,-0.585599963,-2.091415267,-2.091415267,-2.148464202,-1.922856683,-2.436708897,-1.839669519,-1.844594407,-1.41896279,-1.654387503,-1.16570621,-1.745034863,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg57Cu31.5Y8Nd3.5,Mg,0.548,-0.990061028,-0.585599963,-0.858502819,-0.858502819,-0.569224883,-0.65314667,-0.740589028,0.554277594,-0.021598564,-0.261968282,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg57Cu31.5Y9.2Nd2.3,Mg,0.551,-1.004333006,-0.585599963,-0.821047251,-0.821047251,-0.56335774,-0.668108883,-0.740589028,0.554277594,-0.021598564,-0.261968282,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg57Cu31Y6.6Nd5.4,Mg,0.549,-0.977885609,-0.585599963,-0.917807469,-0.917807469,-0.600516312,-0.646081181,-0.740589028,0.554277594,-0.021598564,-0.261968282,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg58.5Cu30.5Gd11,Mg,0.567,-0.894994169,-0.585599963,-1.13941958,-1.13941958,-0.603449884,-0.416244966,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg58.5Cu30.5Y11,Mg,0.554,-1.071749078,-0.585599963,-0.796076873,-0.796076873,-0.603449884,-0.736270075,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg59.4Cu23Ag6.6Gd11,Mg,0.607,-0.876726824,-0.585599963,-1.167511256,-1.167511256,-0.647453456,-0.449909945,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg59Cu31Gd10,Mg,0.551,-0.907046812,-0.585599963,-1.123813093,-1.123813093,-0.583892741,-0.430791562,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg60.5Cu28.5Gd11,Mg,0.563,-0.962305273,-0.585599963,-1.201845526,-1.201845526,-0.7012356,-0.49105603,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg61.5Cu29.5Gd9,Mg,0.552,-0.986410558,-0.585599963,-1.170632553,-1.170632553,-0.662121314,-0.520149222,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg61Cu28Gd11,Mg,0.573,-0.979133048,-0.585599963,-1.217452013,-1.217452013,-0.725682029,-0.509758797,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
